gene,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
AGKP1,0,0,1,0,0,0,0,0
AGKP2,0,0,0,0,0,0,0,0
AGL,879,758,906,853,773,1223,803,1193
AGMAT,6,17,15,13,27,22,13,11
AGMO,3,0,7,0,2,3,4,1
AGO1,1314,749,1253,540,1297,1287,1076,869
AGO2,1485,1763,1487,943,2081,2980,1103,2020
AGO3,714,423,456,304,781,995,383,400
AGO4,449,649,580,519,862,1101,629,699
AGPAT1,352,325,821,548,921,998,582,749
AGPAT2,464,627,531,453,585,1183,448,696
AGPAT3,1779,1646,2334,1442,2525,3632,1969,2013
AGPAT4,556,312,359,125,600,527,203,347
AGPAT5,236,202,220,177,261,611,142,250
AGPAT5P1,0,0,0,0,0,0,0,0
AGPS,850,656,846,462,788,1193,876,995
AGR2,0,0,0,0,0,0,0,0
AGR3,0,0,0,0,0,0,0,0
AGRN,2403,1687,2388,1086,2835,3470,1701,1567
AGRP,1,0,0,0,1,1,0,0
AGT,277,59,1799,580,1882,1373,466,217
AGTPBP1,212,176,291,206,318,344,181,246
AGTR1,110,224,56,117,99,79,34,180
AGTR2,0,0,0,0,0,0,0,0
AGTRAP,495,874,656,825,457,1233,440,1064
AGXT,3,5,1,0,2,3,2,1
AGXT2,0,0,0,0,0,0,0,0
AHCTF1,1191,2071,1055,2153,1467,2362,937,3103
AHCTF1P1,12,29,2,8,0,0,2,14
AHCY,1668,1592,1375,886,1456,1783,1042,1107
AHCYL1,2572,2304,3144,1857,3848,4553,2130,2906
AHCYL2,648,295,711,268,723,517,856,461
AHCYP2,0,0,0,1,0,0,0,0
AHCYP3,0,0,0,0,0,0,0,0
AHCYP4,0,0,0,0,0,0,0,0
AHCYP5,0,0,0,0,0,0,0,0
AHCYP7,0,0,0,0,0,0,0,0
AHCYP8,0,0,0,0,1,0,0,0
AHDC1,768,447,750,320,756,658,729,491
AHI1,395,258,606,250,773,599,533,411
AHNAK,89888,87411,106013,71777,87621,144027,82619,119670
AHNAK2,5072,2795,5571,2511,1623,1429,7194,5946
AHR,1464,827,2744,1026,2485,3236,1967,1753
AHRR,541,299,798,369,1116,1083,801,563
AHSA1,713,758,1463,887,1511,1816,998,1091
AHSA2P,1482,1594,2025,1228,1867,2178,1302,1357
AHSG,0,0,0,0,0,0,1,0
AHSP,0,0,0,0,0,0,0,0
AICDA,8,9,6,5,6,10,3,5
AIDA,3634,3722,3774,3132,3727,5590,3251,4541
AIDAP1,0,0,0,0,0,0,0,0
AIDAP2,9,27,11,5,25,16,10,11
AIDAP3,0,0,0,0,0,0,0,0
AIF1,0,0,0,0,0,0,0,0
AIF1L,116,12,308,25,94,26,127,40
AIFM1,434,425,517,261,587,528,353,379
AIFM1P1,0,0,0,0,0,0,0,0
AIFM2,450,649,583,488,520,1098,403,707
AIFM3,11,15,7,16,7,15,18,19
AIG1,738,469,811,365,819,876,596,417
AIG1P1,0,0,0,0,0,0,0,0
AIM2,1,0,1,1,3,3,0,0
AIMP1,724,758,1089,613,947,1052,809,743
AIMP1P1,0,0,0,0,0,0,0,0
AIMP1P2,0,0,0,0,0,0,0,0
AIMP2,202,252,234,153,244,334,191,205
AIP,662,664,813,447,678,813,567,685
AIPL1,0,0,0,1,1,1,1,3
AIRE,1,5,2,1,0,5,2,2
AIRIM,279,291,366,201,385,425,301,359
AJAP1,0,2,0,2,2,2,1,3
AJM1,106,118,99,46,68,88,46,59
AJUBA,527,308,729,344,887,1031,570,418
AK1,1587,1238,1643,723,1444,1354,1183,978
AK2,1349,1098,1549,733,1568,2126,1040,903
AK2P1,2,0,2,0,1,0,0,0
AK2P2,1,0,0,0,1,1,0,0
AK3,2169,1970,2842,1761,2759,3334,2649,2872
AK3P2,0,0,1,0,1,0,0,0
AK3P3,2,1,5,1,6,6,3,4
AK3P4,0,0,0,0,0,0,0,0
AK3P5,3,3,2,0,2,3,2,0
AK3P6,0,0,1,0,0,0,0,0
AK3P7,0,0,0,0,0,0,0,0
AK4,1585,1096,2023,853,1726,4132,1627,1394
AK4P1,42,42,81,31,59,88,0,0
AK4P2,0,0,0,0,0,0,0,0
AK4P3,0,0,0,0,0,0,0,1
AK4P4,1,0,1,0,0,0,0,0
AK4P5,0,0,0,0,0,0,0,0
AK4P6,0,0,0,0,0,0,0,0
AK5,470,511,602,674,909,992,471,1356
AK6,193,180,214,134,200,238,155,155
AK6P1,0,0,0,0,0,0,0,0
AK6P2,0,0,0,0,0,0,0,0
AK7,12,16,26,12,8,19,8,6
AK8,16,18,28,17,19,20,25,28
AK9,161,84,247,120,192,170,114,125
AKAIN1,0,1,0,0,0,0,0,0
AKAP1,363,444,450,267,439,442,467,414
AKAP10,806,573,811,456,863,1009,549,793
AKAP11,1937,1549,2110,1219,2267,2767,1858,1830
AKAP12,37684,18689,103693,24148,37498,25799,51251,31735
AKAP13,2556,2830,2600,2263,2538,4451,2360,3971
AKAP14,0,0,0,0,0,3,0,0
AKAP17A,997,918,999,492,1002,1219,794,830
AKAP17BP,0,2,0,0,0,0,0,0
AKAP19,83,56,83,31,102,109,78,51
AKAP3,38,28,32,20,26,21,9,13
AKAP4,0,0,0,0,0,0,0,0
AKAP5,6,18,21,15,29,33,13,8
AKAP6,73,90,91,105,86,387,104,126
AKAP7,68,113,86,93,106,159,70,135
AKAP8,528,713,619,349,686,921,526,613
AKAP8L,823,694,963,430,1072,1007,685,705
AKAP8P1,0,0,0,0,0,0,0,0
AKAP9,1225,1361,1872,1181,1668,2036,1310,1400
AKIP1,474,502,621,377,596,701,418,429
AKIRIN1,711,751,1033,721,1281,1693,620,857
AKIRIN1P1,0,0,0,0,0,1,0,0
AKIRIN1P2,0,0,0,0,0,0,0,0
AKIRIN2,764,713,930,572,1013,968,700,729
AKIRIN2P1,0,0,0,0,0,0,0,0
AKNA,649,325,1003,244,601,427,788,466
AKNAD1,11,22,13,5,6,19,12,18
AKR1A1,1035,744,1058,525,827,1004,756,752
AKR1B1,2379,1720,2727,1124,5752,4157,1814,1598
AKR1B10,24,10,14,13,34,11,17,3
AKR1B10P1,0,0,0,0,0,0,0,0
AKR1B10P2,1,2,4,3,3,4,1,2
AKR1B15,50,36,89,45,78,63,62,46
AKR1B1P1,0,0,0,0,0,0,0,0
AKR1B1P2,0,0,0,0,0,0,0,0
AKR1B1P3,0,0,0,0,1,0,0,0
AKR1B1P4,0,0,0,0,0,0,0,0
AKR1B1P5,0,0,0,0,0,0,0,0
AKR1B1P6,0,0,0,0,0,0,0,0
AKR1B1P7,1,0,0,0,1,0,0,0
AKR1B1P8,0,0,0,0,0,0,0,0
AKR1C1,7422,20114,9198,9467,14221,13607,6494,20883
AKR1C2,2341,2140,2408,1579,1922,1029,1781,1376
AKR1C3,1193,724,882,358,803,380,892,547
AKR1C4,1,0,3,0,0,1,0,0
AKR1C5P,1,0,0,0,0,0,0,0
AKR1C6P,0,0,1,0,0,0,0,1
AKR1C7P,0,0,0,0,0,0,0,0
AKR1C8,0,0,0,0,0,0,0,0
AKR1D1,2,2,2,1,5,7,2,1
AKR1D1P1,0,0,0,0,0,0,0,0
AKR1E2,19,26,33,12,31,36,23,10
AKR7A2,1011,922,956,611,964,1183,853,904
AKR7A2P1,0,1,0,1,1,1,2,0
AKR7A2P2,0,0,1,0,0,0,0,0
AKR7A3,9,6,9,2,10,11,8,8
AKR7L,9,7,5,13,22,18,9,11
AKT1,2867,2959,3000,1778,2829,4317,2255,2964
AKT1S1,1468,1414,1769,967,1631,1805,1238,1268
AKT2,3073,2282,3803,1658,3424,3765,2648,2657
AKT3,879,866,1338,1053,1580,1833,960,1637
AKTIP,461,341,502,309,488,651,426,478
AKTIPP1,0,0,0,0,0,0,0,0
AKTIPP2,0,0,0,0,0,0,0,0
AKTIPP3,0,0,0,0,0,0,0,0
ALAD,2100,1789,1899,1079,1770,2081,1555,1627
ALAS1,1025,840,1159,549,1519,1433,856,721
ALAS2,0,0,0,0,0,0,1,0
ALB,3,3,3,0,0,0,4,4
ALCAM,3914,3340,4298,5161,6592,16173,4315,8402
ALDH16A1,285,333,297,168,281,355,288,243
ALDH18A1,1671,1088,1767,805,1983,2225,1538,933
ALDH1A1,492,304,1218,553,96,54,853,623
ALDH1A2,4,2,4,2,11,12,8,2
ALDH1A3,1974,862,3745,880,982,469,2711,1149
ALDH1B1,421,702,702,654,462,1701,363,547
ALDH1L1,5,6,4,8,3,20,11,15
ALDH1L2,2248,1716,2996,1253,2304,2629,2602,2024
ALDH2,2421,3236,2567,1854,3182,4035,2368,3164
ALDH3A1,7,0,18,2,27,8,21,3
ALDH3A2,1479,662,1438,439,1672,674,993,569
ALDH3B1,885,1132,1380,847,1439,2533,589,873
ALDH3B2,1,1,0,0,0,0,0,0
ALDH4A1,342,553,396,477,480,864,236,525
ALDH5A1,16,12,23,11,13,17,13,15
ALDH6A1,469,618,524,706,465,979,361,1105
ALDH7A1,958,902,1540,918,1108,1279,965,1075
ALDH7A1P1,0,0,0,0,0,0,0,0
ALDH7A1P2,0,0,0,0,0,0,0,0
ALDH7A1P3,0,0,0,0,0,0,0,0
ALDH7A1P4,0,0,0,0,0,0,0,0
ALDH8A1,7,5,11,1,9,11,18,11
ALDH9A1,2725,3040,3131,1859,3199,3383,1906,1918
ALDOA,18491,14605,23405,9776,22308,32817,14564,14090
ALDOAP1,0,0,0,0,0,1,0,0
ALDOAP2,1,1,0,0,0,0,0,0
ALDOB,3,3,3,2,3,3,3,3
ALDOC,501,293,572,203,557,714,344,277
ALG1,521,473,622,335,625,780,500,470
ALG10,73,66,52,22,56,78,47,62
ALG10B,224,210,251,151,263,254,246,228
ALG11,320,236,340,203,398,545,236,284
ALG12,761,566,531,288,560,766,517,395
ALG13,380,464,443,373,546,767,354,409
ALG14,178,119,218,84,184,265,96,155
ALG1L10P,1,2,3,0,1,0,0,1
ALG1L11P,0,0,0,0,6,2,0,0
ALG1L12P,0,0,1,1,0,0,0,2
ALG1L13P,5,4,7,7,11,11,9,10
ALG1L14P,0,0,0,0,0,0,0,0
ALG1L15P,0,0,0,0,0,0,1,0
ALG1L1P,0,1,0,6,0,1,2,5
ALG1L2,5,3,18,8,13,13,13,4
ALG1L3P,0,0,0,0,0,0,0,0
ALG1L5P,0,0,0,0,0,0,0,0
ALG1L6P,12,2,0,0,4,13,8,7
ALG1L7P,1,2,2,0,1,1,3,0
ALG1L8P,0,0,1,0,0,0,0,0
ALG1L9P,1,1,2,0,1,6,8,2
ALG2,693,758,830,642,833,1362,627,820
ALG3,395,432,384,282,617,742,297,368
ALG3P1,0,0,0,0,0,0,0,0
ALG5,404,457,478,333,562,839,378,459
ALG6,156,115,191,134,239,230,170,168
ALG8,401,337,473,277,426,672,394,320
ALG9,523,573,564,326,684,1391,483,537
ALK,1,2,9,2,2,1,2,2
ALKAL1,17,10,19,13,26,35,6,8
ALKAL2,1,4,6,14,2,6,1,4
ALKBH1,128,129,138,150,191,261,120,163
ALKBH2,174,158,166,89,156,173,118,92
ALKBH3,196,197,300,184,271,379,186,212
ALKBH4,204,150,220,98,213,272,155,156
ALKBH5,1607,1408,1977,1076,1762,2481,1653,1436
ALKBH6,133,124,169,132,160,211,137,152
ALKBH7,304,325,275,133,217,368,231,231
ALKBH8,219,167,201,126,168,281,196,200
ALLC,0,0,0,0,0,0,0,0
ALMS1,496,336,406,313,401,658,334,228
ALMS1P1,1,0,2,0,1,1,0,0
ALOX12,48,35,69,44,80,92,93,31
ALOX12B,0,0,2,0,0,0,0,0
ALOX12P1,1,0,0,0,0,1,0,0
ALOX12P2,5,15,22,10,21,12,2,5
ALOX15,4,1,0,0,0,0,0,1
ALOX15B,0,85,0,90,0,130,1,213
ALOX15P1,8,3,13,8,10,10,6,8
ALOX15P2,0,0,0,0,0,0,0,0
ALOX5,0,1,0,0,0,0,0,0
ALOX5AP,4,34,12,6,6,26,3,13
ALOXE3,1,3,1,0,0,1,0,4
ALOXE3P1,0,0,0,0,0,0,0,0
ALPG,0,0,0,0,0,0,0,0
ALPI,0,0,0,0,0,0,0,0
ALPK1,543,382,870,364,847,723,603,426
ALPK2,387,297,350,131,1575,2674,100,102
ALPK3,24,131,24,76,12,26,48,120
ALPL,576,689,1464,736,1950,3337,455,615
ALPP,0,4,0,0,1,0,0,1
ALS2,900,728,875,514,979,1595,846,747
ALS2CL,42,20,47,24,58,29,53,25
ALX1,0,0,0,0,0,0,0,0
ALX3,110,71,108,72,105,107,99,77
ALX4,9,0,4,0,0,5,65,24
ALYREF,453,425,457,232,461,622,320,328
AMACR,218,194,365,131,240,316,236,237
AMBN,0,0,0,0,0,0,0,0
AMBP,3,6,8,3,9,11,5,5
AMBRA1,675,623,746,451,756,1023,606,663
AMD1,551,545,679,328,570,903,416,539
AMD1P1,0,0,0,0,0,1,0,0
AMD1P2,0,0,0,0,0,0,0,0
AMD1P3,3,3,4,0,3,6,2,4
AMD1P4,3,7,10,3,7,8,6,4
AMDHD1,38,22,35,13,53,41,41,33
AMDHD2,827,508,515,225,603,499,647,398
AMELX,0,0,0,0,0,0,0,0
AMELY,0,0,0,0,0,0,0,0
AMER1,174,137,161,99,179,210,165,166
AMER2,2,2,2,3,5,5,3,2
AMER3,1,0,0,1,1,1,2,2
AMFR,2094,2055,2934,1720,2794,3672,1881,2515
AMH,13,31,12,11,13,13,7,15
AMHR2,0,0,0,0,0,0,0,0
AMIGO1,285,203,390,207,238,227,402,410
AMIGO2,182,237,194,126,181,361,271,295
AMIGO3,6,0,0,0,3,3,20,0
AMMECR1,371,335,263,161,355,346,201,242
AMMECR1L,629,659,726,523,744,1073,564,759
AMMECR1LP1,0,0,0,0,0,0,0,0
AMN,10,0,0,1,1,2,1,0
AMN1,75,30,94,44,88,73,77,46
AMOT,928,173,492,45,923,157,583,108
AMOTL1,1968,1402,2327,1226,2353,4293,2370,1995
AMOTL2,2346,3574,3853,3438,3008,7319,2104,4839
AMPD1,0,0,0,0,0,0,0,0
AMPD2,1346,1028,1297,471,1250,1356,1007,846
AMPD3,553,772,1078,638,410,1193,636,1191
AMPH,275,380,323,295,211,793,183,493
AMT,266,198,234,133,235,182,237,188
AMTN,0,0,0,0,0,0,0,0
AMY1A,1,0,1,0,0,1,1,1
AMY1B,1,0,1,0,0,1,1,1
AMY1C,0,0,0,0,0,0,0,0
AMY2A,0,0,0,0,0,1,0,0
AMY2B,146,199,140,87,90,92,138,202
AMYP1,0,0,0,0,0,0,0,0
AMZ1,9,5,12,4,38,13,14,9
AMZ2,1007,881,1397,731,1133,1177,949,955
AMZ2P1,267,198,416,168,272,228,255,170
AMZ2P2,0,0,0,0,0,0,0,0
AMZ2P3,0,0,0,0,0,0,0,0
ANAPC1,934,733,978,701,741,1452,1194,1264
ANAPC10,98,104,114,68,141,162,103,122
ANAPC10P1,0,0,0,0,0,0,0,0
ANAPC11,810,774,636,454,652,999,548,671
ANAPC13,1120,795,1115,670,1236,1332,927,709
ANAPC13P1,0,0,0,0,0,0,0,0
ANAPC15,285,248,364,204,286,425,237,254
ANAPC15P1,0,0,0,0,0,0,0,0
ANAPC15P2,0,0,0,0,0,0,0,0
ANAPC16,967,1033,1097,759,954,1326,664,802
ANAPC1P1,3,0,0,0,3,1,0,0
ANAPC1P2,156,165,117,69,174,128,157,185
ANAPC1P3,0,0,0,6,2,4,0,0
ANAPC1P4,72,77,109,83,149,358,105,189
ANAPC1P5,0,0,1,0,1,2,2,0
ANAPC1P6,0,0,0,0,0,0,0,0
ANAPC2,666,708,680,347,620,706,575,539
ANAPC4,514,499,699,325,536,707,543,608
ANAPC5,2140,2207,2778,1563,2506,2880,1964,1933
ANAPC7,632,594,836,397,844,1119,599,438
ANG,159,223,149,179,111,258,104,268
ANGEL1,428,303,483,192,530,443,380,339
ANGEL2,516,510,635,325,605,791,427,551
ANGPT1,1414,1848,2585,1773,4277,8336,1631,2609
ANGPT2,8,8,4,6,19,10,7,6
ANGPT4,2,6,7,2,9,13,3,3
ANGPTL1,74,401,166,305,57,180,96,546
ANGPTL2,8468,4504,9222,3119,11387,5061,7341,4671
ANGPTL3,0,0,1,1,1,7,0,0
ANGPTL4,369,890,289,461,830,1435,1440,1639
ANGPTL5,4,7,7,37,26,30,7,44
ANGPTL6,3,5,15,7,7,10,8,6
ANGPTL7,4,48,18,537,1,13,13,1111
ANGPTL8,3,1,1,0,7,5,0,3
ANHX,0,0,0,0,0,0,0,0
ANK1,69,30,156,114,127,142,70,64
ANK2,2728,1295,2326,803,3562,1271,2967,1688
ANK3,13,4,22,27,31,33,10,10
ANKAR,68,62,94,21,97,99,65,70
ANKDD1A,385,334,625,357,615,603,602,563
ANKDD1B,16,19,10,15,13,5,15,14
ANKEF1,61,84,163,74,155,198,72,80
ANKFN1,8,6,10,1,3,19,5,3
ANKFY1,2390,1984,2637,1412,2505,3194,2122,2242
ANKH,719,492,891,440,876,1260,704,547
ANKHD1,1378,1093,1481,827,1395,1816,1228,1437
ANKHD1-EIF4EBP3,1055,804,1164,716,1219,881,871,732
ANKIB1,1491,1204,2438,1041,2838,2727,1817,1747
ANKK1,5,1,1,0,1,5,0,0
ANKLE1,15,25,18,14,36,32,21,26
ANKLE2,1388,1422,1603,880,1544,2367,1218,1520
ANKMY1,156,127,162,109,167,146,156,151
ANKMY2,498,259,484,167,451,348,406,241
ANKRA2,464,352,511,335,489,396,448,396
ANKRD1,0,2,0,2,2,44,1,2
ANKRD10,1709,1025,1659,889,1471,1230,2069,1405
ANKRD11,4332,4116,5539,2569,5589,7129,3647,4039
ANKRD11P1,0,0,0,0,0,0,0,0
ANKRD11P2,0,0,0,0,0,0,0,0
ANKRD12,1468,1494,1579,866,1532,2039,1372,1708
ANKRD13A,4570,6574,7053,6285,6065,11823,4878,7734
ANKRD13B,298,362,295,175,361,261,239,308
ANKRD13C,749,830,784,616,945,1126,655,830
ANKRD13C-DT,128,112,198,112,246,259,121,135
ANKRD13D,388,382,377,224,353,465,308,374
ANKRD16,144,118,128,78,146,154,119,99
ANKRD17,2627,2303,2894,1662,3423,4364,2245,2415
ANKRD18A,0,13,7,0,7,1,0,7
ANKRD18B,8,6,7,3,16,15,6,4
ANKRD18CP,1,0,1,0,2,1,1,0
ANKRD18DP,0,0,0,0,0,0,0,0
ANKRD18EP,68,49,53,44,60,73,75,62
ANKRD18FP,0,0,0,0,0,0,0,0
ANKRD19P,9,3,6,9,10,9,3,5
ANKRD2,3,7,16,19,6,4,18,26
ANKRD20A1,0,3,0,0,2,0,6,0
ANKRD20A10P,0,0,0,0,0,0,2,0
ANKRD20A11P,2,0,4,1,3,5,0,0
ANKRD20A17P,2,6,0,0,0,4,0,1
ANKRD20A18P,0,0,0,0,0,0,0,0
ANKRD20A19P,15,17,20,14,27,23,24,18
ANKRD20A21P,0,0,1,0,0,0,2,0
ANKRD20A2P,1,0,0,0,1,1,2,2
ANKRD20A3P,20,7,4,2,3,11,30,32
ANKRD20A4P,2,0,8,3,2,2,2,0
ANKRD20A5P,2,2,8,4,12,8,3,1
ANKRD20A6P,0,0,0,0,0,0,0,0
ANKRD20A7P,0,0,0,0,0,0,0,0
ANKRD20A8P,3,5,2,0,2,1,7,7
ANKRD20A9P,0,0,3,0,2,2,0,0
ANKRD22,0,0,1,1,0,1,0,1
ANKRD23,26,29,30,8,53,54,27,46
ANKRD24,46,74,82,28,47,68,69,47
ANKRD26,268,228,439,159,482,468,286,227
ANKRD26P1,5,5,42,22,0,0,0,0
ANKRD26P2,0,0,0,0,0,0,0,0
ANKRD26P3,0,0,0,0,0,0,0,0
ANKRD26P4,1,0,2,1,0,2,0,2
ANKRD27,484,647,570,423,499,816,420,614
ANKRD28,3720,4816,5242,4849,5057,8347,3943,6370
ANKRD29,406,238,308,193,942,830,343,312
ANKRD30A,0,0,1,0,0,0,1,0
ANKRD30B,8,6,21,7,8,9,1,1
ANKRD30BL,1,6,2,3,2,4,2,1
ANKRD30BP1,0,0,0,0,0,0,0,0
ANKRD30BP2,0,0,0,3,1,3,4,2
ANKRD30BP3,0,0,0,0,0,0,0,0
ANKRD31,8,14,13,1,4,5,15,4
ANKRD33,1,1,4,0,4,7,2,0
ANKRD33B,2641,2420,4045,2167,3024,3709,2349,2856
ANKRD33BP1,112,77,142,64,159,231,122,115
ANKRD33BP10,0,0,0,0,0,0,0,0
ANKRD33BP2,0,0,0,0,0,0,0,0
ANKRD33BP5,8,8,19,7,16,14,7,14
ANKRD33BP6,0,0,0,0,0,0,0,0
ANKRD33BP7,0,0,0,0,0,0,0,0
ANKRD33BP8,0,0,0,0,0,0,0,0
ANKRD33BP9,3,3,2,3,1,1,1,2
ANKRD34A,80,77,79,38,68,90,62,47
ANKRD34B,0,0,0,0,0,0,0,0
ANKRD34C,0,0,2,0,0,0,1,0
ANKRD35,192,199,222,161,117,144,208,226
ANKRD36,396,186,328,166,345,311,312,206
ANKRD36B,172,102,162,47,205,185,185,115
ANKRD36BP1,0,0,0,0,0,0,0,0
ANKRD36BP2,9,13,16,6,10,18,13,17
ANKRD36C,153,81,223,51,180,164,152,133
ANKRD36P1,0,0,0,0,0,0,0,0
ANKRD36P2,0,0,0,0,0,0,0,0
ANKRD37,149,179,91,70,96,154,88,109
ANKRD39,111,86,144,50,89,163,93,123
ANKRD39P1,0,0,0,0,0,0,0,0
ANKRD40,1111,1164,1194,978,1235,1833,992,1269
ANKRD42,268,246,453,220,399,431,321,334
ANKRD44,148,107,371,150,366,196,345,235
ANKRD45,29,13,35,4,52,44,39,13
ANKRD46,89,96,127,64,168,183,104,98
ANKRD49,220,212,212,175,220,283,212,233
ANKRD49P1,2,4,1,1,6,7,0,3
ANKRD49P2,0,0,0,0,0,2,1,1
ANKRD49P3,0,0,0,0,0,0,0,0
ANKRD49P4,0,0,0,0,0,0,0,0
ANKRD50,985,794,1121,559,1360,1424,843,861
ANKRD52,1472,1542,1612,1004,1955,2650,1413,1592
ANKRD53,58,68,60,30,56,115,72,76
ANKRD54,215,281,260,167,259,352,206,219
ANKRD54P1,0,0,0,0,0,0,0,0
ANKRD55,15,5,11,1,11,8,10,1
ANKRD6,119,87,184,96,127,73,146,149
ANKRD60,0,0,0,0,0,0,0,0
ANKRD61,6,5,10,3,20,16,8,4
ANKRD62,2,3,1,1,7,1,0,5
ANKRD62P1,1,0,1,0,0,3,0,0
ANKRD63,0,0,0,0,0,0,0,0
ANKRD65,31,52,36,19,21,16,30,41
ANKRD66,0,0,0,0,0,0,0,0
ANKRD7,12,5,8,9,7,10,7,3
ANKRD9,212,207,308,145,257,338,144,177
ANKS1A,603,633,826,567,800,925,609,744
ANKS1B,15,15,27,16,12,17,22,21
ANKS3,354,274,401,196,341,480,272,295
ANKS4B,4,2,8,2,4,3,6,2
ANKS6,772,799,815,401,778,1094,756,759
ANKUB1,3,2,1,3,4,4,6,3
ANKZF1,632,692,603,413,683,1024,427,558
ANLN,265,251,239,138,346,334,276,158
ANO1,548,209,2078,1076,699,3541,1625,1197
ANO10,1116,1284,1533,1032,1585,2207,1022,1406
ANO2,10,12,12,12,6,19,7,12
ANO3,30,46,62,73,12,74,119,83
ANO4,47,32,23,28,51,87,63,46
ANO5,4,8,1,0,0,2,2,4
ANO6,3254,2954,3832,2842,3568,5154,3071,4186
ANO7,9,10,22,12,34,54,31,10
ANO7L1,4,15,20,16,3,17,11,15
ANO8,225,181,211,80,166,143,173,134
ANO9,31,2,1,0,5,8,1,2
ANOS1,2,0,1,0,0,1,0,0
ANOS2P,4,0,2,2,1,2,0,0
ANP32A,795,670,1012,366,1101,944,683,477
ANP32AP1,0,1,1,1,0,2,3,0
ANP32B,2119,2344,2776,1803,2835,3259,2206,2302
ANP32BP1,1,0,1,0,0,1,0,0
ANP32BP2,0,0,0,0,0,1,0,1
ANP32BP3,0,0,0,0,0,0,0,0
ANP32CP,0,0,0,0,0,0,0,0
ANP32D,0,0,0,0,0,0,0,0
ANP32E,535,462,705,402,842,791,578,444
ANPEP,2926,6299,2803,3776,2959,5361,2824,6421
ANTKMT,104,104,99,72,92,169,117,113
ANTXR1,11147,9859,16506,10040,24559,27520,10379,13907
ANTXR2,4331,5196,6150,4772,5677,6536,4975,8119
ANTXRL,0,0,1,0,0,1,0,3
ANTXRLP1,0,0,0,0,0,0,0,0
ANXA1,7967,9442,10453,8797,8150,10640,8173,12736
ANXA10,0,0,1,1,6,0,1,0
ANXA11,7105,7277,8532,7523,7819,10045,6378,8801
ANXA13,3,11,8,8,12,17,7,4
ANXA2,19431,28801,25913,23202,21401,38423,17239,28974
ANXA2P1,0,0,2,1,2,1,3,3
ANXA2P2,0,7,0,3,1,5,3,5
ANXA2P3,0,0,0,0,1,0,0,1
ANXA2R,23,28,31,13,21,18,29,31
ANXA3,41,33,167,80,54,91,49,51
ANXA4,3369,6636,3550,3894,3566,8543,2774,7380
ANXA5,21572,23326,26023,15321,32950,44671,18518,21554
ANXA6,10368,18907,12288,12387,10622,24495,8361,17190
ANXA7,2267,1671,3041,1723,2562,2603,2200,2223
ANXA8,1,5,6,5,4,8,1,5
ANXA8L1,13,23,62,56,41,102,96,126
ANXA9,70,53,76,49,69,55,75,72
AOAH,0,1,0,1,0,1,0,0
AOC1,1,0,4,2,0,1,0,4
AOC2,16,26,27,19,27,29,11,34
AOC3,212,230,298,168,87,199,572,677
AOC4P,1,0,4,0,0,0,9,4
AOPEP,402,748,534,777,485,1321,322,828
AOX1,1389,5111,2630,3711,4466,10231,1922,6930
AOX2P,1,0,3,0,1,4,2,2
AOX3P,2,11,1,4,9,34,1,7
AP1AR,289,242,253,182,268,309,201,319
AP1B1,1375,1026,1656,831,1505,1892,1072,928
AP1B1P1,0,0,0,0,1,0,0,0
AP1B1P2,0,0,0,0,0,0,0,0
AP1G1,1922,1894,2367,1743,2511,3598,1729,1833
AP1G2,570,569,687,307,653,813,485,468
AP1M1,1625,3030,1627,1775,1720,4161,1150,3062
AP1M2,1,0,3,0,0,1,0,1
AP1M2P1,0,0,0,0,0,0,0,0
AP1S1,924,830,1045,557,1102,1364,849,890
AP1S2,565,573,555,581,579,1004,650,825
AP1S2P1,0,0,0,0,0,0,0,0
AP1S3,19,19,48,27,40,45,29,28
AP2A1,3743,4059,4392,2787,4746,5541,3330,4269
AP2A2,558,512,820,414,1177,1253,648,712
AP2B1,7030,5372,7725,5197,7765,9324,5601,6910
AP2B1P1,6,7,6,8,12,18,2,2
AP2M1,7966,8154,9334,5551,10813,13638,6597,7212
AP2S1,1145,1211,1388,856,1171,1935,957,1102
AP3B1,1646,1841,2059,1387,2320,2725,1525,1760
AP3B2,52,85,70,25,43,55,63,51
AP3D1,4612,3298,4404,2446,5043,5872,3498,3636
AP3M1,1196,1070,1407,778,1479,2030,1063,1155
AP3M2,395,248,606,289,542,436,447,303
AP3S1,2468,2308,2573,1818,2532,2937,2060,2142
AP3S1P1,0,0,0,0,0,0,0,0
AP3S1P2,0,0,1,0,0,0,0,0
AP3S1P3,0,0,0,0,0,0,0,0
AP3S2,850,790,1109,889,1057,1284,954,862
AP4B1,209,221,275,115,223,257,175,167
AP4E1,526,390,711,356,573,698,401,519
AP4M1,452,285,520,284,379,361,463,360
AP4S1,81,97,135,67,100,128,81,107
AP5B1,327,480,251,280,318,561,272,450
AP5M1,638,534,819,491,802,1105,632,624
AP5S1,328,239,400,178,320,439,305,245
AP5Z1,955,976,991,676,880,1396,866,1094
APAF1,621,542,558,468,602,769,519,524
APBA1,330,259,467,197,532,549,324,404
APBA2,53,53,55,30,168,249,18,44
APBA3,198,220,301,143,258,275,178,224
APBB1,1377,1524,1640,1110,1668,2040,1194,1551
APBB1IP,407,333,718,320,578,596,237,273
APBB2,1738,2741,1928,2297,2042,4082,1477,3089
APBB3,379,342,413,292,364,441,306,292
